"WORD";"FREQUENCY";"NOOFFILES";"TF";"IDF";"TFIDF";"FLAG"
"secret";1.0;1.0;0.0;0.0;0.0;1.0
"lende";1.0;1.0;0.0;0.0;0.0;1.0
"solidarity";3.0;3.0;0.0;0.0;0.0;1.0
"bandyopadhyay";2.0;2.0;0.0;0.0;0.0;1.0
"ballian";1.0;1.0;0.0;0.0;0.0;1.0
"screw";1.0;1.0;0.0;0.0;0.0;1.0
"paise";1.0;1.0;0.0;0.0;0.0;1.0
"bomb";1.0;1.0;0.0;0.0;0.0;1.0
"move";61.0;39.0;0.0;0.0;0.0;1.0
"kanungo";2.0;2.0;0.0;0.0;0.0;1.0
"distaste";1.0;1.0;0.0;0.0;0.0;1.0
"bia";2.0;2.0;0.0;0.0;0.0;1.0
"incid";56.0;36.0;0.0;0.0;0.0;1.0
"queue";14.0;10.0;0.0;0.0;0.0;1.0
"logon";2.0;2.0;0.0;0.0;0.0;1.0
"mila";1.0;1.0;0.0;0.0;0.0;1.0
"garibon";1.0;1.0;0.0;0.0;0.0;1.0
"pucca";1.0;1.0;0.0;0.0;0.0;1.0
"allegiance";2.0;2.0;0.0;0.0;0.0;1.0
"yun";1.0;1.0;0.0;0.0;0.0;1.0
"gamut";1.0;1.0;0.0;0.0;0.0;1.0
"korea";1.0;1.0;0.0;0.0;0.0;1.0
"sadan";1.0;1.0;0.0;0.0;0.0;1.0
"remuner";1.0;1.0;0.0;0.0;0.0;1.0
"revival";5.0;4.0;0.0;0.0;0.0;1.0
"orientate";4.0;4.0;0.0;0.0;0.0;1.0
"disturb";2.0;2.0;0.0;0.0;0.0;1.0
"janata";58.0;29.0;0.0;0.0;0.0;1.0
"bypolls";3.0;3.0;0.0;0.0;0.0;1.0
"misa";3.0;3.0;0.0;0.0;0.0;1.0
"wishe";5.0;5.0;0.0;0.0;0.0;1.0
"fraud";2.0;2.0;0.0;0.0;0.0;1.0
"suicide";5.0;5.0;0.0;0.0;0.0;1.0
"deshmukh";6.0;5.0;0.0;0.0;0.0;1.0
"birsa";5.0;3.0;0.0;0.0;0.0;1.0
"ramzaadon";7.0;7.0;0.0;0.0;0.0;1.0
"kind";10.0;10.0;0.0;0.0;0.0;1.0
"bhagwat";12.0;5.0;0.0;0.0;0.0;1.0
"sadhu";6.0;3.0;0.0;0.0;0.0;1.0
"circle";8.0;6.0;0.0;0.0;0.0;1.0
"prabhat";1.0;1.0;0.0;0.0;0.0;1.0
"bickere";1.0;1.0;0.0;0.0;0.0;1.0
"dekhiye";2.0;2.0;0.0;0.0;0.0;1.0
"organ";8.0;6.0;0.0;0.0;0.0;1.0
"tonight";2.0;2.0;0.0;0.0;0.0;1.0
"jugal";9.0;7.0;0.0;0.0;0.0;1.0
"consulations";1.0;1.0;0.0;0.0;0.0;1.0
"impress";1.0;1.0;0.0;0.0;0.0;1.0
"hazare";26.0;7.0;0.0;0.0;0.0;1.0
"nose";1.0;1.0;0.0;0.0;0.0;1.0
"combinate";4.0;4.0;0.0;0.0;0.0;1.0
"matdata";1.0;1.0;0.0;0.0;0.0;1.0
"pet";1.0;1.0;0.0;0.0;0.0;1.0
"redressal";1.0;1.0;0.0;0.0;0.0;1.0
"sky";1.0;1.0;0.0;0.0;0.0;1.0
"reshuffle";2.0;2.0;0.0;0.0;0.0;1.0
"largeheartedness";1.0;1.0;0.0;0.0;0.0;1.0
"footpath";1.0;1.0;0.0;0.0;0.0;1.0
"documentary";14.0;3.0;0.0;0.0;0.0;1.0
"aam";31.0;25.0;0.0;0.0;0.0;1.0
"aaj";2.0;2.0;0.0;0.0;0.0;1.0
"balloon";3.0;1.0;0.0;0.0;0.0;1.0
"molly";1.0;1.0;0.0;0.0;0.0;1.0
"pull";1.0;1.0;0.0;0.0;0.0;1.0
"igatpuri";1.0;1.0;0.0;0.0;0.0;1.0
"claimant";1.0;1.0;0.0;0.0;0.0;1.0
"op";1.0;1.0;0.0;0.0;0.0;1.0
"spade";1.0;1.0;0.0;0.0;0.0;1.0
"puja";1.0;1.0;0.0;0.0;0.0;1.0
"priest";1.0;1.0;0.0;0.0;0.0;1.0
"museum";1.0;1.0;0.0;0.0;0.0;1.0
"poor";5.0;5.0;0.0;0.0;0.0;1.0
"excuse";1.0;1.0;0.0;0.0;0.0;1.0
"pankaja";4.0;2.0;0.0;0.0;0.0;1.0
"be";1.0;1.0;0.0;0.0;0.0;1.0
"maduri";1.0;1.0;0.0;0.0;0.0;1.0
"jagjivan";1.0;1.0;0.0;0.0;0.0;1.0
"samaresh";1.0;1.0;0.0;0.0;0.0;1.0
"mani";1.0;1.0;0.0;0.0;0.0;1.0
"disposal";1.0;1.0;0.0;0.0;0.0;1.0
"autocrat";1.0;1.0;0.0;0.0;0.0;1.0
"kanta";1.0;1.0;0.0;0.0;0.0;1.0
"surjya";1.0;1.0;0.0;0.0;0.0;1.0
"refund";1.0;1.0;0.0;0.0;0.0;1.0
"niranjan";46.0;28.0;0.0;0.0;0.0;1.0
"advocate";4.0;3.0;0.0;0.0;0.0;1.0
"pa";2.0;2.0;0.0;0.0;0.0;1.0
"arrest";25.0;12.0;0.0;0.0;0.0;1.0
"insult";4.0;4.0;0.0;0.0;0.0;1.0
"conspiracy";17.0;11.0;0.0;0.0;0.0;1.0
"lalit";2.0;2.0;0.0;0.0;0.0;1.0
"calamity";3.0;3.0;0.0;0.0;0.0;1.0
"attendance";3.0;3.0;0.0;0.0;0.0;1.0
"breadth";1.0;1.0;0.0;0.0;0.0;1.0
"reconciliate";4.0;4.0;0.0;0.0;0.0;1.0
"ball";1.0;1.0;0.0;0.0;0.0;1.0
"behaviour";1.0;1.0;0.0;0.0;0.0;1.0
"partnership";6.0;5.0;0.0;0.0;0.0;1.0
"ig";2.0;1.0;0.0;0.0;0.0;1.0
"talin";1.0;1.0;0.0;0.0;0.0;1.0
"shockingly";1.0;1.0;0.0;0.0;0.0;1.0
"strategist";1.0;1.0;0.0;0.0;0.0;1.0
"narain";1.0;1.0;0.0;0.0;0.0;1.0
"bolpur";2.0;1.0;0.0;0.0;0.0;1.0
"squalor";1.0;1.0;0.0;0.0;0.0;1.0
"chandranath";1.0;1.0;0.0;0.0;0.0;1.0
"fishery";1.0;1.0;0.0;0.0;0.0;1.0
"traffic";1.0;1.0;0.0;0.0;0.0;1.0
"partha";1.0;1.0;0.0;0.0;0.0;1.0
"filth";1.0;1.0;0.0;0.0;0.0;1.0
"somnath";1.0;1.0;0.0;0.0;0.0;1.0
"birbhum";1.0;1.0;0.0;0.0;0.0;1.0
"progamme";1.0;1.0;0.0;0.0;0.0;1.0
"ride";1.0;1.0;0.0;0.0;0.0;1.0
"april";3.0;3.0;0.0;0.0;0.0;1.0
"governor";77.0;33.0;0.0;0.0;0.0;1.0
"return";14.0;9.0;0.0;0.0;0.0;1.0
"room";10.0;9.0;0.0;0.0;0.0;1.0
"she";20.0;18.0;0.0;0.0;0.0;1.0
"controversy";25.0;23.0;0.0;0.0;0.0;1.0
"religion";47.0;22.0;0.0;0.0;0.0;1.0
"respons";34.0;23.0;0.0;0.0;0.0;1.0
"afternoon";16.0;16.0;0.0;0.0;0.0;1.0
"abu";3.0;3.0;0.0;0.0;0.0;1.0
"future";16.0;16.0;0.0;0.0;0.0;1.0
"etc";4.0;4.0;0.0;0.0;0.0;1.0
"dushyant";6.0;3.0;0.0;0.0;0.0;1.0
"prayer";2.0;2.0;0.0;0.0;0.0;1.0
"chance";27.0;23.0;0.0;0.0;0.0;1.0
"vyas";11.0;1.0;0.0;0.0;0.0;1.0
"decorum";2.0;1.0;0.0;0.0;0.0;1.0
"nathulal";1.0;1.0;0.0;0.0;0.0;1.0
"furore";1.0;1.0;0.0;0.0;0.0;1.0
"zubin";1.0;1.0;0.0;0.0;0.0;1.0
"somabhai";1.0;1.0;0.0;0.0;0.0;1.0
"discuss";76.0;44.0;0.0;0.0;0.0;1.0
"zero";13.0;7.0;0.0;0.0;0.0;1.0
"notice";34.0;18.0;0.0;0.0;0.0;1.0
"bsp";23.0;11.0;0.0;0.0;0.0;1.0
"premise";6.0;5.0;0.0;0.0;0.0;1.0
"schedule";14.0;9.0;0.0;0.0;0.0;1.0
"brien";8.0;6.0;0.0;0.0;0.0;1.0
"spokesman";22.0;17.0;0.0;0.0;0.0;1.0
"derek";7.0;6.0;0.0;0.0;0.0;1.0
"dharna";9.0;5.0;0.0;0.0;0.0;1.0
"suspens";5.0;4.0;0.0;0.0;0.0;1.0
"o";11.0;9.0;0.0;0.0;0.0;1.0
"ajay";10.0;9.0;0.0;0.0;0.0;1.0
"enquiry";2.0;2.0;0.0;0.0;0.0;1.0
"gurgaon";2.0;2.0;0.0;0.0;0.0;1.0
"nutriti";2.0;2.0;0.0;0.0;0.0;1.0
"iim";2.0;2.0;0.0;0.0;0.0;1.0
"ad";2.0;2.0;0.0;0.0;0.0;1.0
"telecast";3.0;2.0;0.0;0.0;0.0;1.0
"channel";12.0;10.0;0.0;0.0;0.0;1.0
"parliamentary";27.0;25.0;0.0;0.0;0.0;1.0
"meal";3.0;3.0;0.0;0.0;0.0;1.0
"negotiate";8.0;8.0;0.0;0.0;0.0;1.0
"morne";27.0;24.0;0.0;0.0;0.0;1.0
"probe";25.0;16.0;0.0;0.0;0.0;1.0
"rucku";5.0;4.0;0.0;0.0;0.0;1.0
"hygiene";2.0;2.0;0.0;0.0;0.0;1.0
"iit";2.0;2.0;0.0;0.0;0.0;1.0
"sting";5.0;1.0;0.0;0.0;0.0;1.0
"kunjawal";2.0;1.0;0.0;0.0;0.0;1.0
"karim";1.0;1.0;0.0;0.0;0.0;1.0
"dehradun";1.0;1.0;0.0;0.0;0.0;1.0
"sharbat";1.0;1.0;0.0;0.0;0.0;1.0
"govind";1.0;1.0;0.0;0.0;0.0;1.0
"shinde";6.0;5.0;0.0;0.0;0.0;1.0
"plight";2.0;2.0;0.0;0.0;0.0;1.0
"sentence";6.0;6.0;0.0;0.0;0.0;1.0
"rebuke";2.0;2.0;0.0;0.0;0.0;1.0
"relief";17.0;13.0;0.0;0.0;0.0;1.0
"dig";21.0;20.0;0.0;0.0;0.0;1.0
"measure";9.0;9.0;0.0;0.0;0.0;1.0
"study";6.0;6.0;0.0;0.0;0.0;1.0
"swadeshi";1.0;1.0;0.0;0.0;0.0;1.0
"gaur";2.0;1.0;0.0;0.0;0.0;1.0
"fort";1.0;1.0;0.0;0.0;0.0;1.0
"rajouri";9.0;4.0;0.0;0.0;0.0;1.0
"pcc";11.0;7.0;0.0;0.0;0.0;1.0
"baghel";2.0;1.0;0.0;0.0;0.0;1.0
"bhupesh";1.0;1.0;0.0;0.0;0.0;1.0
"mantar";1.0;1.0;0.0;0.0;0.0;1.0
"jogi";1.0;1.0;0.0;0.0;0.0;1.0
"treasurer";1.0;1.0;0.0;0.0;0.0;1.0
"mrigendra";1.0;1.0;0.0;0.0;0.0;1.0
"mount";1.0;1.0;0.0;0.0;0.0;1.0
"steril";1.0;1.0;0.0;0.0;0.0;1.0
"jantar";1.0;1.0;0.0;0.0;0.0;1.0
"slew";1.0;1.0;0.0;0.0;0.0;1.0
"vidc";1.0;1.0;0.0;0.0;0.0;1.0
"insinuate";1.0;1.0;0.0;0.0;0.0;1.0
"saab";1.0;1.0;0.0;0.0;0.0;1.0
"whereof";1.0;1.0;0.0;0.0;0.0;1.0
"housekeepe";1.0;1.0;0.0;0.0;0.0;1.0
"clutter";1.0;1.0;0.0;0.0;0.0;1.0
"regiment";2.0;2.0;0.0;0.0;0.0;1.0
"mohura";2.0;2.0;0.0;0.0;0.0;1.0
"sacrifice";4.0;3.0;0.0;0.0;0.0;1.0
"launch";2.0;2.0;0.0;0.0;0.0;1.0
"railway";18.0;8.0;0.0;0.0;0.0;1.0
"confus";9.0;9.0;0.0;0.0;0.0;1.0
"tasleema";1.0;1.0;0.0;0.0;0.0;1.0
"moily";3.0;3.0;0.0;0.0;0.0;1.0
"item";4.0;4.0;0.0;0.0;0.0;1.0
"dark";1.0;1.0;0.0;0.0;0.0;1.0
"madhya";12.0;9.0;0.0;0.0;0.0;1.0
"recruit";8.0;5.0;0.0;0.0;0.0;1.0
"kurien";15.0;4.0;0.0;0.0;0.0;1.0
"scam";50.0;22.0;0.0;0.0;0.0;1.0
"rti";24.0;10.0;0.0;0.0;0.0;1.0
"job";39.0;27.0;0.0;0.0;0.0;1.0
"chair";24.0;17.0;0.0;0.0;0.0;1.0
"jashodaben";6.0;2.0;0.0;0.0;0.0;1.0
"vora";2.0;2.0;0.0;0.0;0.0;1.0
"trouble";8.0;8.0;0.0;0.0;0.0;1.0
"digvijay";4.0;4.0;0.0;0.0;0.0;1.0
"margin";4.0;4.0;0.0;0.0;0.0;1.0
"vadodara";5.0;3.0;0.0;0.0;0.0;1.0
"high";12.0;10.0;0.0;0.0;0.0;1.0
"don";9.0;8.0;0.0;0.0;0.0;1.0
"weapon";4.0;4.0;0.0;0.0;0.0;1.0
"flurry";2.0;2.0;0.0;0.0;0.0;1.0
"cream";2.0;2.0;0.0;0.0;0.0;1.0
"bb";4.0;1.0;0.0;0.0;0.0;1.0
"bajwa";10.0;2.0;0.0;0.0;0.0;1.0
"goverment";2.0;2.0;0.0;0.0;0.0;1.0
"do";2.0;2.0;0.0;0.0;0.0;1.0
"ramzan";3.0;1.0;0.0;0.0;0.0;1.0
"jamshedpur";20.0;9.0;0.0;0.0;0.0;1.0
"singhbhum";4.0;4.0;0.0;0.0;0.0;1.0
"islam";5.0;2.0;0.0;0.0;0.0;1.0
"hardliner";2.0;2.0;0.0;0.0;0.0;1.0
"janta";1.0;1.0;0.0;0.0;0.0;1.0
"blitzkrieg";1.0;1.0;0.0;0.0;0.0;1.0
"celebrate";5.0;3.0;0.0;0.0;0.0;1.0
"janpath";3.0;2.0;0.0;0.0;0.0;1.0
"panchyats";1.0;1.0;0.0;0.0;0.0;1.0
"whether";2.0;2.0;0.0;0.0;0.0;1.0
"marandi";30.0;11.0;0.0;0.0;0.0;1.0
"lwe";3.0;2.0;0.0;0.0;0.0;1.0
"maintenance";1.0;1.0;0.0;0.0;0.0;1.0
"necessity";1.0;1.0;0.0;0.0;0.0;1.0
"copmmittee";1.0;1.0;0.0;0.0;0.0;1.0
"uma";1.0;1.0;0.0;0.0;0.0;1.0
"madrasa";2.0;2.0;0.0;0.0;0.0;1.0
"imposit";3.0;3.0;0.0;0.0;0.0;1.0
"dsp";4.0;3.0;0.0;0.0;0.0;1.0
"returne";2.0;1.0;0.0;0.0;0.0;1.0
"mazhar";2.0;1.0;0.0;0.0;0.0;1.0
"inflate";4.0;4.0;0.0;0.0;0.0;1.0
"foresight";2.0;1.0;0.0;0.0;0.0;1.0
"sachidanand";1.0;1.0;0.0;0.0;0.0;1.0
"muscleman";2.0;1.0;0.0;0.0;0.0;1.0
"football";3.0;2.0;0.0;0.0;0.0;1.0
"rapist";3.0;1.0;0.0;0.0;0.0;1.0
"allegory";1.0;1.0;0.0;0.0;0.0;1.0
"taluk";1.0;1.0;0.0;0.0;0.0;1.0
"purview";4.0;2.0;0.0;0.0;0.0;1.0
"province";4.0;3.0;0.0;0.0;0.0;1.0
"applause";2.0;2.0;0.0;0.0;0.0;1.0
"garb";1.0;1.0;0.0;0.0;0.0;1.0
"shoe";3.0;1.0;0.0;0.0;0.0;1.0
"zonal";1.0;1.0;0.0;0.0;0.0;1.0
"walkover";1.0;1.0;0.0;0.0;0.0;1.0
"giridih";8.0;5.0;0.0;0.0;0.0;1.0
"shibu";5.0;3.0;0.0;0.0;0.0;1.0
"tariff";7.0;4.0;0.0;0.0;0.0;1.0
"throat";1.0;1.0;0.0;0.0;0.0;1.0
"anecdote";1.0;1.0;0.0;0.0;0.0;1.0
"bell";1.0;1.0;0.0;0.0;0.0;1.0
"sakshi";12.0;3.0;0.0;0.0;0.0;1.0
"prachar";1.0;1.0;0.0;0.0;0.0;1.0
"surendrekumar";1.0;1.0;0.0;0.0;0.0;1.0
"badrikashram";1.0;1.0;0.0;0.0;0.0;1.0
"shiromani";4.0;3.0;0.0;0.0;0.0;1.0
"morale";2.0;2.0;0.0;0.0;0.0;1.0
"ethic";2.0;2.0;0.0;0.0;0.0;1.0
"laughable";1.0;1.0;0.0;0.0;0.0;1.0
"arab";1.0;1.0;0.0;0.0;0.0;1.0
"venezuela";1.0;1.0;0.0;0.0;0.0;1.0
"repeat";1.0;1.0;0.0;0.0;0.0;1.0
"dikshit";7.0;4.0;0.0;0.0;0.0;1.0
"ranvir";1.0;1.0;0.0;0.0;0.0;1.0
"mayor";2.0;1.0;0.0;0.0;0.0;1.0
"ramadhir";2.0;1.0;0.0;0.0;0.0;1.0
"mazdoor";2.0;1.0;0.0;0.0;0.0;1.0
"strongmen";1.0;1.0;0.0;0.0;0.0;1.0
"intellig";4.0;4.0;0.0;0.0;0.0;1.0
"archive";3.0;3.0;0.0;0.0;0.0;1.0
"companioes";2.0;2.0;0.0;0.0;0.0;1.0
"nagrota";4.0;4.0;0.0;0.0;0.0;1.0
"burden";2.0;1.0;0.0;0.0;0.0;1.0
"dawn";1.0;1.0;0.0;0.0;0.0;1.0
"antony";2.0;2.0;0.0;0.0;0.0;1.0
"mann";2.0;2.0;0.0;0.0;0.0;1.0
"chest";1.0;1.0;0.0;0.0;0.0;1.0
"lop";14.0;4.0;0.0;0.0;0.0;1.0
"charisma";1.0;1.0;0.0;0.0;0.0;1.0
"magic";1.0;1.0;0.0;0.0;0.0;1.0
"supplementary";1.0;1.0;0.0;0.0;0.0;1.0
"pon";1.0;1.0;0.0;0.0;0.0;1.0
"qureshi";1.0;1.0;0.0;0.0;0.0;1.0
"mha";1.0;1.0;0.0;0.0;0.0;1.0
"wait";2.0;2.0;0.0;0.0;0.0;1.0
"mata";3.0;3.0;0.0;0.0;0.0;1.0
"rifle";3.0;3.0;0.0;0.0;0.0;1.0
"teeth";2.0;2.0;0.0;0.0;0.0;1.0
"tika";2.0;2.0;0.0;0.0;0.0;1.0
"captain";5.0;4.0;0.0;0.0;0.0;1.0
"amarinder";10.0;3.0;0.0;0.0;0.0;1.0
"sajadlone";1.0;1.0;0.0;0.0;0.0;1.0
"car";1.0;1.0;0.0;0.0;0.0;1.0
"airplane";1.0;1.0;0.0;0.0;0.0;1.0
"chandrima";1.0;1.0;0.0;0.0;0.0;1.0
"million";1.0;1.0;0.0;0.0;0.0;1.0
"bajpai";2.0;2.0;0.0;0.0;0.0;1.0
"afghanistan";2.0;1.0;0.0;0.0;0.0;1.0
"appreciate";2.0;2.0;0.0;0.0;0.0;1.0
"dynasty";2.0;1.0;0.0;0.0;0.0;1.0
"underdevelop";1.0;1.0;0.0;0.0;0.0;1.0
"diplomacy";9.0;6.0;0.0;0.0;0.0;1.0
"unite";8.0;7.0;0.0;0.0;0.0;1.0
"character";8.0;7.0;0.0;0.0;0.0;1.0
"expenditure";12.0;3.0;0.0;0.0;0.0;1.0
"ramachandran";3.0;2.0;0.0;0.0;0.0;1.0
"raise";8.0;8.0;0.0;0.0;0.0;1.0
"spende";3.0;3.0;0.0;0.0;0.0;1.0
"ji";3.0;3.0;0.0;0.0;0.0;1.0
"progress";14.0;13.0;0.0;0.0;0.0;1.0
"frontrunner";4.0;4.0;0.0;0.0;0.0;1.0
"visa";2.0;2.0;0.0;0.0;0.0;1.0
"economic";5.0;4.0;0.0;0.0;0.0;1.0
"waste";6.0;5.0;0.0;0.0;0.0;1.0
"sweare";9.0;6.0;0.0;0.0;0.0;1.0
"marriage";5.0;2.0;0.0;0.0;0.0;1.0
"tej";6.0;3.0;0.0;0.0;0.0;1.0
"mainpuri";3.0;2.0;0.0;0.0;0.0;1.0
"wedde";7.0;3.0;0.0;0.0;0.0;1.0
"engage";8.0;4.0;0.0;0.0;0.0;1.0
"gang";7.0;4.0;0.0;0.0;0.0;1.0
"nirbhaya";5.0;3.0;0.0;0.0;0.0;1.0
"logic";7.0;5.0;0.0;0.0;0.0;1.0
"selja";4.0;2.0;0.0;0.0;0.0;1.0
"kumari";2.0;2.0;0.0;0.0;0.0;1.0
"leadernitish";1.0;1.0;0.0;0.0;0.0;1.0
"terme";1.0;1.0;0.0;0.0;0.0;1.0
"mischiev";1.0;1.0;0.0;0.0;0.0;1.0
"sari";2.0;2.0;0.0;0.0;0.0;1.0
"watch";5.0;5.0;0.0;0.0;0.0;1.0
"attribute";1.0;1.0;0.0;0.0;0.0;1.0
"illus";1.0;1.0;0.0;0.0;0.0;1.0
"rakesh";1.0;1.0;0.0;0.0;0.0;1.0
"restrict";1.0;1.0;0.0;0.0;0.0;1.0
"index";1.0;1.0;0.0;0.0;0.0;1.0
"output";1.0;1.0;0.0;0.0;0.0;1.0
"iip";1.0;1.0;0.0;0.0;0.0;1.0
"phenomenon";1.0;1.0;0.0;0.0;0.0;1.0
"mini";1.0;1.0;0.0;0.0;0.0;1.0
"passion";1.0;1.0;0.0;0.0;0.0;1.0
"roys";1.0;1.0;0.0;0.0;0.0;1.0
"hey";3.0;1.0;0.0;0.0;0.0;1.0
"kokernag";1.0;1.0;0.0;0.0;0.0;1.0
"rediff";2.0;1.0;0.0;0.0;0.0;1.0
"jawaharlal";5.0;5.0;0.0;0.0;0.0;1.0
"rupaiye";1.0;1.0;0.0;0.0;0.0;1.0
"anganwadi";2.0;2.0;0.0;0.0;0.0;1.0
"seminar";2.0;2.0;0.0;0.0;0.0;1.0
"hudhud";2.0;1.0;0.0;0.0;0.0;1.0
"tent";2.0;2.0;0.0;0.0;0.0;1.0
"misery";3.0;3.0;0.0;0.0;0.0;1.0
"subsequ";1.0;1.0;0.0;0.0;0.0;1.0
"tral";2.0;2.0;0.0;0.0;0.0;1.0
"koderma";4.0;4.0;0.0;0.0;0.0;1.0
"barhi";6.0;5.0;0.0;0.0;0.0;1.0
"palm";2.0;2.0;0.0;0.0;0.0;1.0
"hanuman";2.0;2.0;0.0;0.0;0.0;1.0
"khansahib";2.0;2.0;0.0;0.0;0.0;1.0
"mohiuddin";2.0;2.0;0.0;0.0;0.0;1.0
"computer";2.0;2.0;0.0;0.0;0.0;1.0
"say";9.0;6.0;0.0;0.0;0.0;1.0
"danger";2.0;2.0;0.0;0.0;0.0;1.0
"risk";2.0;2.0;0.0;0.0;0.0;1.0
"opp";1.0;1.0;0.0;0.0;0.0;1.0
"walk";1.0;1.0;0.0;0.0;0.0;1.0
"beare";2.0;2.0;0.0;0.0;0.0;1.0
"workforce";2.0;2.0;0.0;0.0;0.0;1.0
"tamauli";1.0;1.0;0.0;0.0;0.0;1.0
"manohar";10.0;8.0;0.0;0.0;0.0;1.0
"thaw";1.0;1.0;0.0;0.0;0.0;1.0
"transit";5.0;5.0;0.0;0.0;0.0;1.0
"vardhan";3.0;2.0;0.0;0.0;0.0;1.0
"ghat";3.0;2.0;0.0;0.0;0.0;1.0
"ganga";3.0;2.0;0.0;0.0;0.0;1.0
"rename";2.0;2.0;0.0;0.0;0.0;1.0
"parmarth";1.0;1.0;0.0;0.0;0.0;1.0
"unanimity";1.0;1.0;0.0;0.0;0.0;1.0
"severity";1.0;1.0;0.0;0.0;0.0;1.0
"scope";8.0;7.0;0.0;0.0;0.0;1.0
"gp";3.0;1.0;0.0;0.0;0.0;1.0
"hq";3.0;1.0;0.0;0.0;0.0;1.0
"micromanagement";2.0;1.0;0.0;0.0;0.0;1.0
"blue";1.0;1.0;0.0;0.0;0.0;1.0
"hive";1.0;1.0;0.0;0.0;0.0;1.0
"gujarati";2.0;2.0;0.0;0.0;0.0;1.0
"northeast";14.0;3.0;0.0;0.0;0.0;1.0
"jayalalithaa";7.0;3.0;0.0;0.0;0.0;1.0
"settlement";3.0;2.0;0.0;0.0;0.0;1.0
"guideline";6.0;5.0;0.0;0.0;0.0;1.0
"jan";10.0;8.0;0.0;0.0;0.0;1.0
"akhilesh";24.0;12.0;0.0;0.0;0.0;1.0
"cousin";2.0;2.0;0.0;0.0;0.0;1.0
"nephew";6.0;5.0;0.0;0.0;0.0;1.0
"drama";8.0;8.0;0.0;0.0;0.0;1.0
"marg";4.0;3.0;0.0;0.0;0.0;1.0
"kaur";1.0;1.0;0.0;0.0;0.0;1.0
"sat";1.0;1.0;0.0;0.0;0.0;1.0
"bhartruhari";1.0;1.0;0.0;0.0;0.0;1.0
"rahul";89.0;38.0;0.0;0.0;0.0;1.0
"terror";36.0;16.0;0.0;0.0;0.0;1.0
"vajpayee";40.0;17.0;0.0;0.0;0.0;1.0
"violence";24.0;14.0;0.0;0.0;0.0;1.0
"children";18.0;12.0;0.0;0.0;0.0;1.0
"sufferer";2.0;2.0;0.0;0.0;0.0;1.0
"industrialist";10.0;7.0;0.0;0.0;0.0;1.0
"survey";4.0;2.0;0.0;0.0;0.0;1.0
"produce";2.0;2.0;0.0;0.0;0.0;1.0
"australia";7.0;6.0;0.0;0.0;0.0;1.0
"horticulture";2.0;2.0;0.0;0.0;0.0;1.0
"s";32.0;27.0;0.0;0.0;0.0;1.0
"mooppanar";3.0;1.0;0.0;0.0;0.0;1.0
"chapter";1.0;1.0;0.0;0.0;0.0;1.0
"marathawada";1.0;1.0;0.0;0.0;0.0;1.0
"atram";1.0;1.0;0.0;0.0;0.0;1.0
"bandra";1.0;1.0;0.0;0.0;0.0;1.0
"holiday";1.0;1.0;0.0;0.0;0.0;1.0
"trademark";1.0;1.0;0.0;0.0;0.0;1.0
"maira";1.0;1.0;0.0;0.0;0.0;1.0
"maulin";1.0;1.0;0.0;0.0;0.0;1.0
"kalraj";1.0;1.0;0.0;0.0;0.0;1.0
"sentiment";18.0;15.0;0.0;0.0;0.0;1.0
"ke";3.0;3.0;0.0;0.0;0.0;1.0
"bhim";2.0;2.0;0.0;0.0;0.0;1.0
"amount";9.0;7.0;0.0;0.0;0.0;1.0
"complaint";40.0;18.0;0.0;0.0;0.0;1.0
"ukhar";1.0;1.0;0.0;0.0;0.0;1.0
"september";10.0;10.0;0.0;0.0;0.0;1.0
"chaturvedi";1.0;1.0;0.0;0.0;0.0;1.0
"satyavrat";1.0;1.0;0.0;0.0;0.0;1.0
"privatisate";1.0;1.0;0.0;0.0;0.0;1.0
"dhullu";3.0;1.0;0.0;0.0;0.0;1.0
"kunti";2.0;1.0;0.0;0.0;0.0;1.0
"ppp";3.0;2.0;0.0;0.0;0.0;1.0
"fact";40.0;36.0;0.0;0.0;0.0;1.0
"struggle";3.0;3.0;0.0;0.0;0.0;1.0
"lucknow";11.0;7.0;0.0;0.0;0.0;1.0
"science";6.0;3.0;0.0;0.0;0.0;1.0
"date";12.0;9.0;0.0;0.0;0.0;1.0
"beginne";16.0;11.0;0.0;0.0;0.0;1.0
"onslaught";3.0;2.0;0.0;0.0;0.0;1.0
"factory";17.0;6.0;0.0;0.0;0.0;1.0
"chhattisgarh";15.0;9.0;0.0;0.0;0.0;1.0
"loan";6.0;4.0;0.0;0.0;0.0;1.0
"lakh";50.0;34.0;0.0;0.0;0.0;1.0
"death";16.0;12.0;0.0;0.0;0.0;1.0
"affidavit";7.0;5.0;0.0;0.0;0.0;1.0
"calendar";2.0;2.0;0.0;0.0;0.0;1.0
"father";38.0;22.0;0.0;0.0;0.0;1.0
"drug";46.0;10.0;0.0;0.0;0.0;1.0
"cause";12.0;8.0;0.0;0.0;0.0;1.0
"distribut";6.0;6.0;0.0;0.0;0.0;1.0
"substance";4.0;3.0;0.0;0.0;0.0;1.0
"sale";7.0;6.0;0.0;0.0;0.0;1.0
"mother";14.0;10.0;0.0;0.0;0.0;1.0
"agarwal";6.0;5.0;0.0;0.0;0.0;1.0
"aditya";2.0;2.0;0.0;0.0;0.0;1.0
"i";13.0;10.0;0.0;0.0;0.0;1.0
"now";4.0;4.0;0.0;0.0;0.0;1.0
"tour";5.0;4.0;0.0;0.0;0.0;1.0
"konkan";2.0;2.0;0.0;0.0;0.0;1.0
